ledger_entry_KEY,update__staff_KEY,update_date_utc,bank_account_KEY,bank_account__bank_account_id,bank_account__bank_account_id_sortable,bank_account__description,control_date,submittal_status_KEY,digita_vat_period_KEY,ledger_entry_subtype_KEY,ledger_entry_type_KEY,ledger_entry_type__ledger_entry_type_id,ledger_entry_type__ledger_entry_type_id_sortable,ledger_entry_type__description,client_KEY,client__client_id,client__client_id_sortable,client__description,client__office__office_id,client__partner__staff__staff_id,client__manager__staff__staff_id,entry_date,reference,normal_sign,debit_amount,credit_amount,amount,open_date,posted_open_amount,live_open_amount,posted_closed_amount,live_closed_amount,posted_application_count,comments,internal_comments,approved_date,approved__staff_KEY,approved__staff__staff_id,approved__staff__staff_id_sortable,posted_date,posted__staff_KEY,posted__staff__staff_id,posted__staff__staff_id_sortable,entry_number,digita_tax_point_date_override,digita_proforma__ledger_entry_KEY,void_date,is_posted,is_approved
536,61,10/26/2023,,,,,10/26/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,10/26/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,10/26/2023,61,2014HM,2014HM,10/26/2023,61,2014HM,2014HM,127969,,,,TRUE,TRUE
537,61,11/16/2023,,,,,11/16/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,11/16/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,11/16/2023,61,2014HM,2014HM,11/16/2023,61,2014HM,2014HM,129706,,,,TRUE,TRUE
538,61,12/11/2023,,,,,12/07/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,11/30/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,12/11/2023,61,2014HM,2014HM,12/11/2023,61,2014HM,2014HM,131038,,,,TRUE,TRUE
539,61,12/11/2023,,,,,12/11/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,11/30/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,12/11/2023,61,2014HM,2014HM,12/11/2023,61,2014HM,2014HM,131413,,,,TRUE,TRUE
540,61,12/27/2023,,,,,12/27/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,12/27/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,12/27/2023,61,2014HM,2014HM,12/27/2023,61,2014HM,2014HM,132139,,,,TRUE,TRUE
541,61,01/18/2024,,,,,01/18/2024,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,01/18/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,01/18/2024,61,2014HM,2014HM,01/18/2024,61,2014HM,2014HM,134245,,,,TRUE,TRUE
542,61,02/01/2024,,,,,02/01/2024,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,01/31/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,02/01/2024,61,2014HM,2014HM,02/01/2024,61,2014HM,2014HM,134722,,,,TRUE,TRUE
543,61,02/27/2024,,,,,02/27/2024,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,02/27/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,02/27/2024,61,2014HM,2014HM,02/27/2024,61,2014HM,2014HM,136812,,,,TRUE,TRUE
544,61,05/04/2023,,,,,05/04/2023,,,1,1,INV,INV,Invoice,27,40922701500,40922701500                              `,BalanceBeam Financials,IDMV,4193AB,2448SR,04/30/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,05/04/2023,61,2014HM,2014HM,05/04/2023,61,2014HM,2014HM,116254,,,,TRUE,TRUE
545,61,02/11/2014,,,,,01/31/2014,,,3,2,SC,SC,Service Charge,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/31/2014,,1,0,0,0,01/01/2079,0,0,0,0,0,,,02/10/2014,61,2014HM,2014HM,02/10/2014,61,2014HM,2014HM,3155,,,,TRUE,TRUE
546,78,01/02/2018,,,,,05/31/2014,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,05/31/2014,,1,2602.75,0,2602.75,01/01/2079,0,0,2602.75,2602.75,2,,,06/06/2014,47,4648IS,4648IS,06/06/2014,61,2014HM,2014HM,7682,,,,TRUE,TRUE
547,83,01/02/2018,,,,,10/31/2014,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,10/31/2014,,1,476,0,476,01/01/2079,0,0,476,476,2,,,11/06/2014,61,2014HM,2014HM,11/07/2014,61,2014HM,2014HM,9931,,,,TRUE,TRUE
548,102,05/04/2018,,,,,04/30/2018,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,04/30/2018,,1,902,0,902,01/01/2079,0,0,902,902,2,,,05/03/2018,102,2952NF,2952NF,05/04/2018,102,2952NF,2952NF,40555,,,,TRUE,TRUE
549,102,01/16/2019,,,,,01/15/2019,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,01/15/2019,,1,360,0,360,01/01/2079,0,0,360,360,2,,,01/16/2019,102,2952NF,2952NF,01/16/2019,102,2952NF,2952NF,47717,,,,TRUE,TRUE
550,61,02/25/2021,,,,,02/20/2021,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,02/20/2021,,1,985,0,985,01/01/2079,0,0,985,985,2,,,02/25/2021,61,2014HM,2014HM,02/25/2021,61,2014HM,2014HM,71770,,,,TRUE,TRUE
551,1,01/02/2018,,,,,04/30/2014,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,04/30/2014,,1,3554.75,0,3554.75,01/01/2079,0,0,3554.75,3554.75,6,,,05/07/2014,61,2014HM,2014HM,05/08/2014,61,2014HM,2014HM,6707,,,,TRUE,TRUE
552,61,01/02/2018,,,,,05/05/2016,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,05/05/2016,,1,4599.1,0,4599.1,01/01/2079,0,0,4599.1,4599.1,4,,,05/05/2016,61,2014HM,2014HM,05/05/2016,61,2014HM,2014HM,22850,,,,TRUE,TRUE
553,83,12/31/2017,,,,,06/05/2017,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,05/31/2017,,1,4107.75,0,4107.75,01/01/2079,0,0,4107.75,4107.75,4,,,06/07/2017,102,2952NF,2952NF,06/07/2017,102,2952NF,2952NF,31863,,,,TRUE,TRUE
554,102,04/01/2018,,,,,03/24/2018,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,03/24/2018,,1,5321.5,0,5321.5,01/01/2079,0,0,5321.5,5321.5,5,,,03/30/2018,102,2952NF,2952NF,04/01/2018,102,2952NF,2952NF,38765,,,,TRUE,TRUE
555,102,03/09/2020,,,,,03/07/2020,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,03/07/2020,,1,5082.5,0,5082.5,01/01/2079,0,0,5082.5,5082.5,4,,,03/09/2020,76,4337JW,4337JW,03/09/2020,102,2952NF,2952NF,60394,,,,TRUE,TRUE
556,61,05/27/2021,,,,,05/24/2021,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,05/24/2021,,1,3750,0,3750,01/01/2079,0,0,3750,3750,4,,,05/24/2021,84,4380LH,4380LH,05/27/2021,61,2014HM,2014HM,76448,,,,TRUE,TRUE
557,61,09/02/2022,,,,,09/02/2022,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,09/02/2022,,1,3750,0,3750,01/01/2079,0,0,3750,3750,3,,,09/02/2022,84,4380LH,4380LH,09/02/2022,61,2014HM,2014HM,99740,,,,TRUE,TRUE
558,61,03/16/2021,,,,,03/13/2021,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,03/13/2021,,1,1200,0,1200,01/01/2079,0,0,1200,1200,2,,,03/16/2021,61,2014HM,2014HM,03/16/2021,61,2014HM,2014HM,72724,,,,TRUE,TRUE
559,61,05/05/2016,,,,,04/29/2016,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,04/29/2016,,1,894.6,0,894.6,01/01/2079,0,0,894.6,894.6,3,,,05/04/2016,61,2014HM,2014HM,05/04/2016,61,2014HM,2014HM,22011,,,,TRUE,TRUE
560,61,03/01/2021,,,,,01/31/2021,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,02/01/2021,,1,650,0,650,01/01/2079,0,0,650,650,2,,,03/01/2021,61,2014HM,2014HM,03/01/2021,61,2014HM,2014HM,70154,,,,TRUE,TRUE
561,61,08/08/2022,,,,,08/05/2022,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,08/05/2022,,1,900,0,900,01/01/2079,0,0,900,900,2,,,08/08/2022,61,2014HM,2014HM,08/08/2022,61,2014HM,2014HM,98964,,,,TRUE,TRUE
562,61,09/08/2022,,,,,09/06/2022,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/06/2022,,1,900,0,900,01/01/2079,0,0,900,900,2,,,09/08/2022,61,2014HM,2014HM,09/08/2022,61,2014HM,2014HM,99923,,,,TRUE,TRUE
563,61,11/22/2022,,,,,11/07/2022,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,11/07/2022,,1,900,0,900,01/01/2079,0,0,900,900,5,,,11/22/2022,61,2014HM,2014HM,11/22/2022,61,2014HM,2014HM,104712,,,,TRUE,TRUE
564,61,01/03/2023,,,,,12/07/2022,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,12/07/2022,,1,900,0,900,01/01/2079,0,0,900,900,2,,,01/03/2023,61,2014HM,2014HM,01/03/2023,61,2014HM,2014HM,107171,,,,TRUE,TRUE
565,61,10/05/2023,,,,,10/05/2023,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/05/2023,,1,1200,0,1200,01/01/2079,0,0,1200,1200,6,,,10/05/2023,61,2014HM,2014HM,10/05/2023,61,2014HM,2014HM,126431,,,,TRUE,TRUE
566,61,11/10/2023,,,,,11/06/2023,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,11/08/2023,,1,1200,0,1200,01/01/2079,0,0,1200,1200,2,,,11/08/2023,61,2014HM,2014HM,11/10/2023,61,2014HM,2014HM,129099,,,,TRUE,TRUE
567,102,03/09/2020,,,,,03/07/2020,,,1,1,INV,INV,Invoice,12,25103704500,25103704500                              `,ProsperPath Investments,IDMV,4380LH,2505CC,03/07/2020,,1,950,0,950,01/01/2079,0,0,950,950,2,,,03/09/2020,76,4337JW,4337JW,03/09/2020,102,2952NF,2952NF,60426,,,,TRUE,TRUE
568,61,04/20/2023,,,,,04/15/2023,,,1,1,INV,INV,Invoice,23,25616209500,25616209500                              `,BrightFutures Finance,ORPB,4764RC,3687TH,04/20/2023,,1,7400,0,7400,01/01/2079,0,0,7400,7400,2,,,04/19/2023,61,2014HM,2014HM,04/20/2023,61,2014HM,2014HM,114889,,,,TRUE,TRUE
569,61,09/23/2014,,,,,09/20/2014,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,09/20/2014,,1,54.16,0,54.16,01/01/2079,0,0,54.16,54.16,2,,,09/23/2014,61,2014HM,2014HM,09/23/2014,61,2014HM,2014HM,5177,,,,TRUE,TRUE
570,102,06/16/2021,,,,,06/15/2021,,,3,2,SC,SC,Service Charge,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,06/15/2021,,1,30.18,0,30.18,01/01/2079,0,0,30.18,30.18,2,,,06/15/2021,102,2952NF,2952NF,06/15/2021,102,2952NF,2952NF,28362,,,,TRUE,TRUE
571,61,10/04/2023,,,,,10/03/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,09/29/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,10/04/2023,61,2014HM,2014HM,10/04/2023,61,2014HM,2014HM,125940,,,,TRUE,TRUE
572,61,11/14/2023,,,,,11/14/2023,,,1,1,INV,INV,Invoice,3,35909826000,35909826000                              `,SeedlingSuccess Agritech,IDMV,4380LH,2505CC,11/14/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,11/14/2023,61,2014HM,2014HM,11/14/2023,61,2014HM,2014HM,129474,,,,TRUE,TRUE
573,61,06/30/2022,,,,,01/25/2022,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,01/25/2022,,1,180,0,180,01/01/2079,0,0,180,180,2,,,01/25/2022,61,2014HM,2014HM,06/30/2022,61,2014HM,2014HM,86567,,,,TRUE,TRUE
574,61,10/11/2022,,,,,10/07/2022,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,10/04/2022,,1,187.5,0,187.5,01/01/2079,0,0,187.5,187.5,2,,,10/04/2022,61,2014HM,2014HM,10/11/2022,61,2014HM,2014HM,101258,,,,TRUE,TRUE
575,61,03/11/2024,,,,,02/29/2024,,,1,1,INV,INV,Invoice,4,27956983500,27956983500                              `,WealthWave Advisors,IDMV,4081OL,4081OL,03/11/2024,,1,3420,0,3420,01/01/2079,3420,3420,0,0,0,,,03/11/2024,61,2014HM,2014HM,03/11/2024,61,2014HM,2014HM,137008,,,,TRUE,TRUE
576,61,01/10/2024,,,,,01/10/2024,,,1,1,INV,INV,Invoice,5,34283535000,34283535000                              `,HorizonBank Corp,IDMV,4380LH,2505CC,01/10/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,01/10/2024,61,2014HM,2014HM,01/10/2024,61,2014HM,2014HM,134065,,,,TRUE,TRUE
577,61,06/28/2023,,,,,06/28/2023,,,1,1,INV,INV,Invoice,6,30923067000,30923067000                              `,MarketMingle Stores,IDMV,4380LH,2505CC,06/28/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,06/28/2023,61,2014HM,2014HM,06/28/2023,61,2014HM,2014HM,120311,,,,TRUE,TRUE
578,61,01/10/2024,,,,,01/10/2024,,,1,1,INV,INV,Invoice,7,23887591500,23887591500                              `,HarvestHive AgriBusiness,IDMV,4380LH,2505CC,01/10/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,01/10/2024,61,2014HM,2014HM,01/10/2024,61,2014HM,2014HM,134053,,,,TRUE,TRUE
579,61,12/29/2022,,,,,12/29/2022,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,12/29/2022,,1,0,0,0,01/01/2079,0,0,0,0,0,,,12/29/2022,61,2014HM,2014HM,12/29/2022,61,2014HM,2014HM,106662,,,,TRUE,TRUE
580,61,05/09/2023,,,,,05/08/2023,,,1,1,INV,INV,Invoice,8,39481843500,39481843500                              `,UrbanTrend Retailers,WACL,3321MC,4081OL,05/08/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,05/08/2023,61,2014HM,2014HM,05/08/2023,61,2014HM,2014HM,116648,,,,TRUE,TRUE
581,61,01/10/2024,,,,,01/10/2024,,,1,1,INV,INV,Invoice,10,32626342500,32626342500                              `,SummitStone Financial,IDMV,4380LH,2505CC,01/10/2024,,1,0,0,0,01/01/2079,0,0,0,0,0,,,01/10/2024,61,2014HM,2014HM,01/10/2024,61,2014HM,2014HM,134064,,,,TRUE,TRUE
582,61,09/28/2022,,,,,09/28/2022,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/28/2022,,1,0,0,0,01/01/2079,0,0,0,0,0,,,09/28/2022,61,2014HM,2014HM,09/28/2022,61,2014HM,2014HM,100837,,,,TRUE,TRUE
583,61,09/14/2023,,,,,09/14/2023,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/14/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,09/14/2023,61,2014HM,2014HM,09/14/2023,61,2014HM,2014HM,124098,,,,TRUE,TRUE
584,61,10/05/2023,,,,,10/05/2023,,,1,1,INV,INV,Invoice,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,09/29/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,10/05/2023,61,2014HM,2014HM,10/05/2023,61,2014HM,2014HM,126430,,,,TRUE,TRUE
585,61,04/25/2023,,,,,04/25/2023,,,1,1,INV,INV,Invoice,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,04/25/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,04/25/2023,61,2014HM,2014HM,04/25/2023,61,2014HM,2014HM,115464,,,,TRUE,TRUE
586,61,04/27/2023,,,,,04/27/2023,,,1,1,INV,INV,Invoice,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,04/27/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,04/27/2023,61,2014HM,2014HM,04/27/2023,61,2014HM,2014HM,115633,,,,TRUE,TRUE
587,61,02/26/2024,,,,,02/19/2024,,,1,1,INV,INV,Invoice,16,21747927000,21747927000                              `,ClearCut Calculations,IDMV,4831LC,4380LH,02/26/2024,,1,2000,0,2000,01/01/2079,2000,2000,0,0,0,,,02/26/2024,61,2014HM,2014HM,02/26/2024,61,2014HM,2014HM,136253,,,,TRUE,TRUE
588,61,02/26/2024,,,,,02/19/2024,,,1,1,INV,INV,Invoice,17,20971824000,20971824000                              `,FarmForward Innovations,IDMV,4831LC,4380LH,02/26/2024,,1,1500,0,1500,01/01/2079,1500,1500,0,0,0,,,02/26/2024,61,2014HM,2014HM,02/26/2024,61,2014HM,2014HM,136252,,,,TRUE,TRUE
589,61,07/13/2022,,,,,07/12/2022,,,1,1,INV,INV,Invoice,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,07/12/2022,,1,0,0,0,01/01/2079,0,0,0,0,0,,,07/13/2022,61,2014HM,2014HM,07/13/2022,61,2014HM,2014HM,97929,,,,TRUE,TRUE
590,61,04/27/2023,,,,,04/27/2023,,,1,1,INV,INV,Invoice,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,04/27/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,04/27/2023,61,2014HM,2014HM,04/27/2023,61,2014HM,2014HM,115636,,,,TRUE,TRUE
591,61,04/27/2023,,,,,04/27/2023,,,1,1,INV,INV,Invoice,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,04/27/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,04/27/2023,61,2014HM,2014HM,04/27/2023,61,2014HM,2014HM,115639,,,,TRUE,TRUE
592,61,02/26/2024,,,,,02/22/2024,,,1,1,INV,INV,Invoice,22,22422573000,22422573000                              `,InfinityItems Retail,IDMV,4831LC,4380LH,02/26/2024,,1,1100,0,1100,01/01/2079,1100,1100,0,0,0,,,02/26/2024,61,2014HM,2014HM,02/26/2024,61,2014HM,2014HM,136663,,,,TRUE,TRUE
593,61,09/14/2023,,,,,09/14/2023,,,1,1,INV,INV,Invoice,25,20616853500,20616853500                              `,PeakPinnacle Bank,IDMV,2505CC,4219LH,09/14/2023,,1,0,0,0,01/01/2079,0,0,0,0,0,,,09/14/2023,61,2014HM,2014HM,09/14/2023,61,2014HM,2014HM,124176,,,,TRUE,TRUE
594,61,10/25/2022,3,01BB,000000000001BB                            i,Best Bank,10/28/2022,,,4,3,DM,DM,Debit Memo,14,29405385000,29405385000                              `,VistaVogue Outlets,IDMV,2505CC,4219LH,10/28/2022,,1,9000,0,9000,01/01/2079,0,0,9000,9000,2,,,10/25/2022,61,2014HM,2014HM,10/25/2022,61,2014HM,2014HM,1548,,,,TRUE,TRUE
595,61,06/30/2022,,,,,01/25/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/25/2022,,1,60,0,60,01/01/2079,0,0,60,60,1,,,01/25/2022,61,2014HM,2014HM,06/30/2022,61,2014HM,2014HM,86499,,,,TRUE,TRUE
596,61,02/04/2022,,,,,02/03/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,02/03/2022,,1,70,0,70,01/01/2079,0,0,70,70,1,,,02/04/2022,61,2014HM,2014HM,02/04/2022,61,2014HM,2014HM,87440,,,,TRUE,TRUE
597,61,03/08/2022,,,,,03/04/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,03/04/2022,,1,140,0,140,01/01/2079,0,0,140,140,1,,,03/07/2022,61,2014HM,2014HM,03/07/2022,61,2014HM,2014HM,88698,,,,TRUE,TRUE
598,61,10/11/2022,,,,,07/01/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,07/01/2022,,1,60,0,60,01/01/2079,0,0,60,60,1,,,06/30/2022,61,2014HM,2014HM,10/11/2022,61,2014HM,2014HM,96995,,,,TRUE,TRUE
599,61,08/11/2022,,,,,08/03/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,08/11/2022,,1,105,0,105,01/01/2079,0,0,105,105,1,,,08/11/2022,61,2014HM,2014HM,08/11/2022,61,2014HM,2014HM,98534,,,,TRUE,TRUE
600,61,09/07/2022,,,,,09/05/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,09/05/2022,,1,105,0,105,01/01/2079,0,0,105,105,1,,,09/07/2022,61,2014HM,2014HM,09/07/2022,61,2014HM,2014HM,99681,,,,TRUE,TRUE
601,61,10/11/2022,,,,,10/07/2022,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,10/04/2022,,1,60,0,60,01/01/2079,0,0,60,60,1,,,10/04/2022,61,2014HM,2014HM,10/11/2022,61,2014HM,2014HM,101271,,,,TRUE,TRUE
602,61,01/03/2023,,,,,01/04/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/03/2023,,1,60,0,60,01/01/2079,0,0,60,60,1,,,01/03/2023,61,2014HM,2014HM,01/03/2023,61,2014HM,2014HM,106959,,,,TRUE,TRUE
603,61,01/05/2023,,,,,01/07/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/05/2023,,1,105,0,105,01/01/2079,0,0,105,105,1,,,01/05/2023,61,2014HM,2014HM,01/05/2023,61,2014HM,2014HM,107464,,,,TRUE,TRUE
604,61,02/14/2023,,,,,02/03/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,02/14/2023,,1,161.14,0,161.14,01/01/2079,0,0,161.14,161.14,1,,,02/14/2023,61,2014HM,2014HM,02/14/2023,61,2014HM,2014HM,109153,,,,TRUE,TRUE
605,61,04/03/2023,,,,,04/03/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,04/03/2023,,1,375,0,375,01/01/2079,0,0,375,375,1,,,04/03/2023,61,2014HM,2014HM,04/03/2023,61,2014HM,2014HM,112506,,,,TRUE,TRUE
606,61,04/12/2023,,,,,04/14/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,04/12/2023,,1,70,0,70,01/01/2079,0,0,70,70,1,,,04/12/2023,61,2014HM,2014HM,04/12/2023,61,2014HM,2014HM,113231,,,,TRUE,TRUE
607,61,05/11/2023,,,,,05/26/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,05/11/2023,,1,105,0,105,01/01/2079,0,0,105,105,1,,,05/11/2023,61,2014HM,2014HM,05/11/2023,61,2014HM,2014HM,116823,,,,TRUE,TRUE
608,61,06/19/2023,,,,,06/19/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,06/19/2023,,1,1700,0,1700,01/01/2079,0,0,1700,1700,1,,,06/19/2023,61,2014HM,2014HM,06/19/2023,61,2014HM,2014HM,119979,,,,TRUE,TRUE
609,61,09/14/2023,,,,,09/25/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,09/14/2023,,1,200,0,200,01/01/2079,0,0,200,200,1,,,09/14/2023,61,2014HM,2014HM,09/14/2023,61,2014HM,2014HM,123537,,,,TRUE,TRUE
610,61,11/08/2023,,,,,11/20/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,11/08/2023,,1,225,0,225,01/01/2079,0,0,225,225,1,,,11/08/2023,61,2014HM,2014HM,11/08/2023,61,2014HM,2014HM,128871,,,,TRUE,TRUE
611,61,12/07/2023,,,,,12/15/2023,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,12/06/2023,,1,90,0,90,01/01/2079,0,0,90,90,1,,,12/06/2023,61,2014HM,2014HM,12/07/2023,61,2014HM,2014HM,130880,,,,TRUE,TRUE
612,61,01/04/2024,,,,,01/10/2024,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/04/2024,,1,170,0,170,01/01/2079,0,0,170,170,1,,,01/04/2024,61,2014HM,2014HM,01/04/2024,61,2014HM,2014HM,133198,,,,TRUE,TRUE
613,61,01/11/2024,,,,,01/09/2024,,,1,1,INV,INV,Invoice,1,38684554500,38684554500                              `,LedgerLogic Accounting,IDMV,4081OL,4081OL,01/11/2024,,1,750,0,750,01/01/2079,0,0,750,750,1,,,01/11/2024,61,2014HM,2014HM,01/11/2024,61,2014HM,2014HM,133839,,,,TRUE,TRUE
