billing_decision_KEY,update__staff_KEY,update_date_utc,sheet_entry_KEY,ledger_entry_KEY,sheet_entry__client_KEY,sheet_entry__engagement_KEY,sheet_entry__activity_KEY,sheet_entry__staff_billing_rate_KEY,sheet_entry__sheet_entry_type_KEY,sheet_entry__staff_KEY,sheet_entry__approved__staff_KEY,sheet_entry__posted__staff_KEY,sheet_entry__entry_date,activity__activity_class_KEY,activity__activity_method_KEY,invoice_KEY,invoice__ledger_entry_KEY,invoice__report_definition_KEY,invoice__client_KEY,invoice__invoice_date,invoice__posted__staff_KEY,bill_amount,adjustment,units_closed,amount_closed,surcharge,discount,billing_decision_guid,time_amount_billed,time_amount_adjusted,expense_amount_billed,expense_amount_adjusted,progress_amount_billed,sales_tax,service_tax,tax,bill_amount_collected,surcharge_collected,sales_tax_collected,service_tax_collected,discount_collected,amount,recurring_bill,time_amount_recovered,expense_amount_recovered,time_amount_recovered_adjusted,expense_amount_recovered_adjusted
2532,61,44990.18866,4701,498,12,12,39,3353,1,84,84,84,44965,1,1,498,498,1627,12,44989,61,26.2,-1.55,0.15,27.75,0,0,526BF2AB-0016-4CA8-867A-35A0D850DB28,26.2,-1.55,0,0,0,0,0,0,0,0,0,0,0,26.2,FALSE,0,0,0,0
2533,61,44990.18866,5186,498,12,12,39,4050,1,100,100,100,44966,1,1,498,498,1627,12,44989,61,377.66,-22.34,4,400,0,0,804D9980-B65D-4966-9BC5-4BAB2914F97B,377.66,-22.34,0,0,0,0,0,0,0,0,0,0,0,377.66,FALSE,0,0,0,0
2534,61,44990.18866,4086,498,12,12,39,3884,1,100,100,100,44965,1,1,498,498,1627,12,44989,61,424.87,-25.13,4.5,450,0,0,890F981E-59B3-4636-B315-F1C27EA8CB03,424.87,-25.13,0,0,0,0,0,0,0,0,0,0,0,424.87,FALSE,0,0,0,0
2535,61,44989.82113,4109,455,11,63,39,5801,1,143,143,143,44965,1,1,455,455,1627,11,44989,61,363.19,193.19,1.7,170,0,0,4663729E-2094-49EA-BE72-82640E73A922,363.19,193.19,0,0,0,0,0,0,0,0,0,0,0,363.19,FALSE,0,0,0,0
2536,61,44989.82113,4110,455,11,63,39,2680,1,143,143,143,44966,1,1,455,455,1627,11,44989,61,202.96,107.96,0.95,95,0,0,A77E2DCE-C0D2-4D2E-869C-BDF6B4853F20,202.96,107.96,0,0,0,0,0,0,0,0,0,0,0,202.96,FALSE,0,0,0,0
2537,61,44990.18866,5185,498,12,12,39,2707,1,100,100,100,44964,1,1,498,498,1627,12,44989,61,94.41,-5.59,1,100,0,0,E07ADA23-101E-44DB-B189-4531D0D7C127,94.41,-5.59,0,0,0,0,0,0,0,0,0,0,0,94.41,FALSE,0,0,0,0
2538,61,44990.18866,3787,498,12,12,39,2210,1,84,84,84,44966,1,1,498,498,1627,12,44989,61,131,-7.75,0.75,138.75,0,0,5D10CC83-BE53-48EC-999D-1A272ACAF923,131,-7.75,0,0,0,0,0,0,0,0,0,0,0,131,FALSE,0,0,0,0
2539,61,44989.82113,4108,455,11,63,39,9436,1,143,143,143,44967,1,1,455,455,1627,11,44989,61,10.68,5.68,0.05,5,0,0,768043B6-D273-42A9-9E6D-A0D005143730,10.68,5.68,0,0,0,0,0,0,0,0,0,0,0,10.68,FALSE,0,0,0,0
2540,61,44989.78873,5191,509,17,24,39,2461,1,44,44,44,44953,1,1,509,509,1627,17,44989,61,60.29,10.29,0.5,50,0,0,645A2577-0D0A-4860-BE47-1DBEDB1F393C,60.29,10.29,0,0,0,0,0,0,0,0,0,0,0,60.29,FALSE,0,0,0,0
2541,61,44990.18866,4055,498,12,12,39,7623,1,41,41,41,44952,1,1,498,498,1627,12,44989,61,59.01,-3.49,0.5,62.5,0,0,C69A6D8A-5189-48E4-864E-A0DECD7143BD,59.01,-3.49,0,0,0,0,0,0,0,0,0,0,0,59.01,FALSE,0,0,0,0
2542,61,44990.18778,4087,521,24,11,39,9391,1,100,100,100,44970,1,1,521,521,1627,24,44989,61,144.38,69.38,0.75,75,0,0,C2E80E66-81F2-4F87-B938-2AFDE288EEED,144.38,69.38,0,0,0,0,0,0,0,0,0,0,0,144.38,FALSE,0,0,0,0
2543,61,44989.78873,5001,509,17,24,39,6792,1,87,87,87,44953,1,1,509,509,1627,17,44989,61,37.38,6.38,0.2,31,0,0,C0B66429-4B72-46B3-96E7-C6A97C9A33C3,37.38,6.38,0,0,0,0,0,0,0,0,0,0,0,37.38,FALSE,0,0,0,0
2544,61,45023.61661,4056,518,19,10,39,9306,1,41,41,41,44945,1,1,518,518,1627,19,45023,61,41.31,-8.69,0.4,50,0,0,706B0CA6-5924-4E48-9784-E7E58C1AAA74,41.31,-8.69,0,0,0,0,0,0,0,0,0,0,0,41.31,FALSE,0,0,0,0
2545,61,45023.61608,995,513,18,9,39,8558,1,67,67,67,44960,1,1,513,513,1627,18,45023,61,162.36,9.86,1.22,152.5,0,0,5A4D97B9-1855-4D6C-AF6F-DE3BF8A68835,162.36,9.86,0,0,0,0,0,0,0,0,0,0,0,162.36,FALSE,0,0,0,0
2546,61,45023.61661,2222,518,19,10,39,7215,1,139,139,139,44960,1,1,518,518,1627,19,45023,61,136.33,-28.67,1.65,165,0,0,D1068CDB-C272-44F5-AD87-DD8E90A60CD5,136.33,-28.67,0,0,0,0,0,0,0,0,0,0,0,136.33,FALSE,0,0,0,0
2547,61,45023.61661,3790,518,19,10,39,3236,1,84,84,84,44960,1,1,518,518,1627,19,45023,61,53.5,-11.25,0.35,64.75,0,0,AED87978-6827-4FCE-85BE-D49D675684F7,53.5,-11.25,0,0,0,0,0,0,0,0,0,0,0,53.5,FALSE,0,0,0,0
2548,61,45023.61661,4700,518,19,10,39,2478,1,84,84,84,44965,1,1,518,518,1627,19,45023,61,22.93,-4.82,0.15,27.75,0,0,0F013DEE-E069-44CC-A2C3-7B5288E46235,22.93,-4.82,0,0,0,0,0,0,0,0,0,0,0,22.93,FALSE,0,0,0,0
2549,61,45023.61608,4702,513,18,9,39,8763,1,84,84,84,44965,1,1,513,513,1627,18,45023,61,29.54,1.79,0.15,27.75,0,0,644A35F0-E1ED-4F28-BD2B-0C6B854C957A,29.54,1.79,0,0,0,0,0,0,0,0,0,0,0,29.54,FALSE,0,0,0,0
2550,61,45023.61608,5092,513,18,9,39,9161,1,88,88,88,44964,1,1,513,513,1627,18,45023,61,798.52,48.52,5,750,0,0,A8632E30-4838-4823-999B-2EFA7AB75C67,798.52,48.52,0,0,0,0,0,0,0,0,0,0,0,798.52,FALSE,0,0,0,0
2551,61,45023.61661,990,518,19,10,39,5546,1,67,67,67,44965,1,1,518,518,1627,19,45023,61,438.94,-92.31,4.25,531.25,0,0,1A3A4DA5-E90F-4FCC-B67F-33A26398137C,438.94,-92.31,0,0,0,0,0,0,0,0,0,0,0,438.94,FALSE,0,0,0,0
2552,61,45023.61661,3877,518,19,10,39,4854,1,87,87,87,44968,1,1,518,518,1627,19,45023,61,14.09,-2.96,0.11,17.05,0,0,DB7D9494-DA94-4FA1-8BE1-86BCEB1E8B4A,14.09,-2.96,0,0,0,0,0,0,0,0,0,0,0,14.09,FALSE,0,0,0,0
2553,61,45023.61661,993,518,19,10,39,5450,1,67,67,67,44968,1,1,518,518,1627,19,45023,61,153.89,-32.36,1.49,186.25,0,0,6ADDDC61-6372-49CA-8CA7-70883E566D06,153.89,-32.36,0,0,0,0,0,0,0,0,0,0,0,153.89,FALSE,0,0,0,0
2554,61,45023.61661,992,518,19,10,39,4499,1,67,67,67,44970,1,1,518,518,1627,19,45023,61,205.53,-43.22,1.99,248.75,0,0,E8209DF7-A628-4DD9-A9A2-F3ED153453C9,205.53,-43.22,0,0,0,0,0,0,0,0,0,0,0,205.53,FALSE,0,0,0,0
2555,61,45023.61661,3876,518,19,10,39,9035,1,87,87,87,44967,1,1,518,518,1627,19,45023,61,119.1,-25.05,0.93,144.15,0,0,9E8CA974-EA23-4C9E-A0DE-7B881E53E5E0,119.1,-25.05,0,0,0,0,0,0,0,0,0,0,0,119.1,FALSE,0,0,0,0
2556,61,45023.61608,5093,513,18,9,39,6698,1,88,88,88,44965,1,1,513,513,1627,18,45023,61,199.63,12.13,1.25,187.5,0,0,80878569-378C-4FF0-8652-0AEB8F96359F,199.63,12.13,0,0,0,0,0,0,0,0,0,0,0,199.63,FALSE,0,0,0,0
2557,61,45023.61661,991,518,19,10,39,4994,1,67,67,67,44967,1,1,518,518,1627,19,45023,61,228.25,-48,2.21,276.25,0,0,9CE89036-60CD-4360-861C-4046F686A924,228.25,-48,0,0,0,0,0,0,0,0,0,0,0,228.25,FALSE,0,0,0,0
2558,61,45023.61608,3796,513,18,9,39,2423,1,84,84,84,44960,1,1,513,513,1627,18,45023,61,68.94,4.19,0.35,64.75,0,0,EFE05DA0-22C1-4BA5-8165-C380D991D924,68.94,4.19,0,0,0,0,0,0,0,0,0,0,0,68.94,FALSE,0,0,0,0
2559,61,45023.61608,4054,513,18,9,39,5273,1,41,41,41,44945,1,1,513,513,1627,18,45023,61,33.27,2.02,0.25,31.25,0,0,C6EBF3BD-5666-4C6A-8D16-C8FD6FAC03AF,33.27,2.02,0,0,0,0,0,0,0,0,0,0,0,33.27,FALSE,0,0,0,0
2560,61,44898.81497,845,451,7,17,39,5300,1,37,37,37,44700,1,1,451,451,1627,7,44865,61,171.58,36.58,1,135,0,0,D01D736B-9476-425F-849A-4B06DA1AEB81,171.58,36.58,0,0,0,0,0,0,0,0,0,0,0,171.58,FALSE,0,0,0,0
2561,61,44898.81497,844,451,7,17,39,8032,1,37,37,37,44699,1,1,451,451,1627,7,44865,61,128.69,27.44,0.75,101.25,0,0,73C821FD-861B-422B-9604-56F9F835E291,128.69,27.44,0,0,0,0,0,0,0,0,0,0,0,128.69,FALSE,0,0,0,0
2562,61,44898.81497,3812,451,7,17,39,2251,1,84,84,84,44590,1,1,451,451,1627,7,44865,61,22.24,4.74,0.1,17.5,0,0,43177F2C-A3A8-4C46-9290-0A9DB42B9811,22.24,4.74,0,0,0,0,0,0,0,0,0,0,0,22.24,FALSE,0,0,0,0
2563,61,44898.81497,5008,451,7,17,39,3108,1,87,87,87,44799,1,1,451,451,1627,7,44865,61,106.38,22.68,0.54,83.7,0,0,1F00D751-FA69-41D3-BBD1-63EDE9B860FD,106.38,22.68,0,0,0,0,0,0,0,0,0,0,0,106.38,FALSE,0,0,0,0
2564,61,44898.81497,4725,451,7,17,39,7333,1,84,84,84,44798,1,1,451,451,1627,7,44865,61,58.78,12.53,0.25,46.25,0,0,C1B027F7-25D8-4B7C-9E86-617CFC6580DC,58.78,12.53,0,0,0,0,0,0,0,0,0,0,0,58.78,FALSE,0,0,0,0
2565,61,44898.81497,5009,451,7,17,39,3216,1,87,87,87,44803,1,1,451,451,1627,7,44865,61,200.94,42.84,1.02,158.1,0,0,25C011B6-3020-4AB6-A2B8-4765B47BEFEE,200.94,42.84,0,0,0,0,0,0,0,0,0,0,0,200.94,FALSE,0,0,0,0
2566,61,44898.81497,3811,451,7,17,39,6820,1,84,84,84,44658,1,1,451,451,1627,7,44865,61,57.19,12.19,0.25,45,0,0,5D236418-1676-44B0-9CCF-115EB5941FAB,57.19,12.19,0,0,0,0,0,0,0,0,0,0,0,57.19,FALSE,0,0,0,0
2567,61,44898.81497,2188,451,7,17,39,5715,1,87,87,87,44602,1,1,451,451,1627,7,44865,61,23.64,5.04,0.12,18.6,0,0,B6C16D05-B14B-4AA0-AB53-A4F8AF29ECAB,23.64,5.04,0,0,0,0,0,0,0,0,0,0,0,23.64,FALSE,0,0,0,0
2568,61,44898.81497,5010,451,7,17,39,2646,1,87,87,87,44664,1,1,451,451,1627,7,44865,61,98.5,21,0.5,77.5,0,0,3B9576CB-19B5-4447-BB05-2185AC1D3905,98.5,21,0,0,0,0,0,0,0,0,0,0,0,98.5,FALSE,0,0,0,0
2633,61,45183.66072,1508,583,15,85,39,8646,1,92,92,92,45155,1,1,583,583,1627,14,45183,61,25.59,-42.41,0.4,68,0,0,E8F39156-3154-4D88-9737-13290C84F338,25.59,-42.41,0,0,0,0,0,0,0,0,0,0,0,25.59,FALSE,0,0,0,0
2634,61,45183.66072,1515,583,14,99,39,9716,1,92,92,92,45159,1,1,583,583,1627,14,45183,61,15.99,-26.51,0.25,42.5,0,0,1746ABA7-DF4F-4CAE-84A7-6845BC61B26F,15.99,-26.51,0,0,0,0,0,0,0,0,0,0,0,15.99,FALSE,0,0,0,0
2637,61,45183.77791,1504,593,25,98,39,5268,1,92,92,92,45155,1,1,593,593,1627,25,45183,61,27.5,-40.5,0.4,68,0,0,B5046E25-EED1-4A1D-8915-0B76CFC06C65,27.5,-40.5,0,0,0,0,0,0,0,0,0,0,0,27.5,FALSE,0,0,0,0
2641,61,45204.77084,4114,485,14,97,39,7495,1,45,45,45,45118,1,1,485,485,1627,14,45199,61,80.41,-13.34,0.75,93.75,0,0,4B1CE6F1-A418-4998-B429-835E5E8D0A38,80.41,-13.34,0,0,0,0,0,0,0,0,0,0,0,80.41,FALSE,0,0,0,0
2646,61,45362.76977,4906,495,14,97,39,8246,1,117,117,117,45350,1,1,495,495,1627,14,45362,61,58.44,-111.56,1,170,0,0,D3BD82F5-E2A8-4049-8C42-91A1CB86C3E1,58.44,-111.56,0,0,0,0,0,0,0,0,0,0,0,58.44,FALSE,0,0,0,0
2669,61,45204.77084,1950,485,14,97,39,6328,1,132,132,132,45160,1,1,485,485,1627,14,45199,61,37.74,-6.26,0.4,44,0,0,FD106932-2122-4AE9-9BA7-502C9A6719A6,37.74,-6.26,0,0,0,0,0,0,0,0,0,0,0,37.74,FALSE,0,0,0,0
2670,61,45362.76977,1962,495,14,97,39,5652,1,132,132,132,45330,1,1,495,495,1627,14,45362,61,5.67,-10.83,0.15,16.5,0,0,3103A873-1FCC-4120-B2CC-1A3399DCF5AC,5.67,-10.83,0,0,0,0,0,0,0,0,0,0,0,5.67,FALSE,0,0,0,0
2671,61,45362.76977,1935,495,14,97,39,2987,1,132,132,132,45299,1,1,495,495,1627,14,45362,61,5.67,-10.83,0.15,16.5,0,0,5E5D2BD3-031D-48AC-8F66-85D50DEC80DF,5.67,-10.83,0,0,0,0,0,0,0,0,0,0,0,5.67,FALSE,0,0,0,0
2672,61,45204.77084,1946,485,14,97,39,9437,1,132,132,132,45162,1,1,485,485,1627,14,45199,61,18.87,-3.13,0.2,22,0,0,CA236A01-E33C-4517-8893-79F95050AD54,18.87,-3.13,0,0,0,0,0,0,0,0,0,0,0,18.87,FALSE,0,0,0,0
2673,61,45362.76977,1956,495,14,97,39,6187,1,132,132,132,45308,1,1,495,495,1627,14,45362,61,5.67,-10.83,0.15,16.5,0,0,6A13F4B5-F079-4014-90B5-ABD3B86B558A,5.67,-10.83,0,0,0,0,0,0,0,0,0,0,0,5.67,FALSE,0,0,0,0
2674,61,45362.76977,1934,495,14,97,39,3473,1,132,132,132,45299,1,1,495,495,1627,14,45362,61,7.56,-14.44,0.2,22,0,0,B4921853-DAE0-4AE8-89C2-CD9F3606CF97,7.56,-14.44,0,0,0,0,0,0,0,0,0,0,0,7.56,FALSE,0,0,0,0
2675,61,45204.77084,1947,485,14,97,39,3533,1,132,132,132,45167,1,1,485,485,1627,14,45199,61,14.15,-2.35,0.15,16.5,0,0,F0418EC1-7879-4F07-A092-68182800B195,14.15,-2.35,0,0,0,0,0,0,0,0,0,0,0,14.15,FALSE,0,0,0,0
2676,61,45204.77084,1974,485,14,97,39,5320,1,132,132,132,45166,1,1,485,485,1627,14,45199,61,9.43,-1.57,0.1,11,0,0,63E88031-87D2-4345-B53B-79A9870834C3,9.43,-1.57,0,0,0,0,0,0,0,0,0,0,0,9.43,FALSE,0,0,0,0
2677,61,45204.77084,1945,485,14,97,39,3252,1,132,132,132,45113,1,1,485,485,1627,14,45199,61,16.04,-2.66,0.17,18.7,0,0,A04D548B-9B1B-46DD-AC11-D0AED3BD7994,16.04,-2.66,0,0,0,0,0,0,0,0,0,0,0,16.04,FALSE,0,0,0,0
2678,61,45362.76977,1955,495,14,97,39,5087,1,132,132,132,45306,1,1,495,495,1627,14,45362,61,13.24,-25.26,0.35,38.5,0,0,D3C4A701-1F89-420A-B59F-4A0FB8B509AF,13.24,-25.26,0,0,0,0,0,0,0,0,0,0,0,13.24,FALSE,0,0,0,0
2679,61,45362.76977,1939,495,14,97,39,2803,1,132,132,132,45343,1,1,495,495,1627,14,45362,61,37.82,-72.18,1,110,0,0,8ECEFB29-69ED-4B32-949C-C9F06C18B8E4,37.82,-72.18,0,0,0,0,0,0,0,0,0,0,0,37.82,FALSE,0,0,0,0
2680,61,45204.77084,1949,485,14,97,39,4133,1,132,132,132,45125,1,1,485,485,1627,14,45199,61,18.87,-3.13,0.2,22,0,0,2A093F4C-94AF-40E0-8F7B-BEEC9F930F59,18.87,-3.13,0,0,0,0,0,0,0,0,0,0,0,18.87,FALSE,0,0,0,0
2681,61,45362.76977,1929,495,14,97,39,7777,1,132,132,132,45266,1,1,495,495,1627,14,45362,61,11.34,-21.66,0.3,33,0,0,5E52BF08-55B4-4035-84C1-89D6AB4D76C9,11.34,-21.66,0,0,0,0,0,0,0,0,0,0,0,11.34,FALSE,0,0,0,0
2682,61,45362.76977,1966,495,14,97,39,3438,1,132,132,132,45344,1,1,495,495,1627,14,45362,61,5.67,-10.83,0.15,16.5,0,0,D035190D-6243-42C8-80DB-884AEC8B2017,5.67,-10.83,0,0,0,0,0,0,0,0,0,0,0,5.67,FALSE,0,0,0,0
2683,61,45362.76977,1963,495,14,97,39,3455,1,132,132,132,45265,1,1,495,495,1627,14,45362,61,7.56,-14.44,0.2,22,0,0,96646504-7B41-4860-95CC-EF7A2A3200C6,7.56,-14.44,0,0,0,0,0,0,0,0,0,0,0,7.56,FALSE,0,0,0,0
2684,61,45362.76977,1957,495,14,97,39,4690,1,132,132,132,45314,1,1,495,495,1627,14,45362,61,26.47,-50.53,0.7,77,0,0,4777D8B6-44E6-4D28-9206-1566F5D9D948,26.47,-50.53,0,0,0,0,0,0,0,0,0,0,0,26.47,FALSE,0,0,0,0
2685,61,45362.76977,1930,495,14,97,39,9703,1,132,132,132,45271,1,1,495,495,1627,14,45362,61,94.54,-180.46,2.5,275,0,0,D8C3E4E5-6EA6-40E8-ADC7-B0241689D572,94.54,-180.46,0,0,0,0,0,0,0,0,0,0,0,94.54,FALSE,0,0,0,0
2686,61,45362.76977,1932,495,14,97,39,9523,1,132,132,132,45272,1,1,495,495,1627,14,45362,61,5.67,-10.83,0.15,16.5,0,0,EE999521-F62F-41F5-81C2-E1B255C0EE36,5.67,-10.83,0,0,0,0,0,0,0,0,0,0,0,5.67,FALSE,0,0,0,0
2687,61,45362.76977,1921,495,14,97,39,9267,1,132,132,132,45273,1,1,495,495,1627,14,45362,61,7.56,-14.44,0.2,22,0,0,3CAB3EEE-0187-4BC2-9B2F-A01999686626,7.56,-14.44,0,0,0,0,0,0,0,0,0,0,0,7.56,FALSE,0,0,0,0
2688,61,45204.77084,1975,485,14,97,39,5560,1,132,132,132,45089,1,1,485,485,1627,14,45199,61,70.76,-11.74,0.75,82.5,0,0,3D6DF649-719B-4E2F-B09C-455860D33496,70.76,-11.74,0,0,0,0,0,0,0,0,0,0,0,70.76,FALSE,0,0,0,0
2689,61,45362.76977,1958,495,14,97,39,5037,1,132,132,132,45315,1,1,495,495,1627,14,45362,61,11.34,-21.66,0.3,33,0,0,8009C548-AD70-4040-9989-1E95A730F385,11.34,-21.66,0,0,0,0,0,0,0,0,0,0,0,11.34,FALSE,0,0,0,0
2690,61,45204.77084,1977,485,14,97,39,7731,1,132,132,132,45146,1,1,485,485,1627,14,45199,61,31.13,-5.17,0.33,36.3,0,0,2ED6F125-DD7F-488B-8EB7-D19F1A4E5303,31.13,-5.17,0,0,0,0,0,0,0,0,0,0,0,31.13,FALSE,0,0,0,0
2691,61,45204.77084,1982,485,14,97,39,4370,1,132,132,132,45140,1,1,485,485,1627,14,45199,61,18.87,-3.13,0.2,22,0,0,D906E29F-AA10-4162-8914-2478608EDA44,18.87,-3.13,0,0,0,0,0,0,0,0,0,0,0,18.87,FALSE,0,0,0,0
2692,61,45362.76977,1952,495,14,97,39,4616,1,132,132,132,45288,1,1,495,495,1627,14,45362,61,15.13,-28.87,0.4,44,0,0,6E3BD338-2B96-4252-AA61-4F3E5C1EF9C3,15.13,-28.87,0,0,0,0,0,0,0,0,0,0,0,15.13,FALSE,0,0,0,0
2693,61,45204.77084,1979,485,14,97,39,7234,1,132,132,132,45149,1,1,485,485,1627,14,45199,61,7.55,-1.25,0.08,8.8,0,0,FFF881DA-277F-4636-B681-EFA89B409320,7.55,-1.25,0,0,0,0,0,0,0,0,0,0,0,7.55,FALSE,0,0,0,0
2696,61,45323.91014,1510,493,15,85,39,4248,1,92,92,92,45316,1,1,493,493,1627,14,45322,61,30.69,-28.81,0.35,59.5,0,0,27277223-CB59-471D-915B-EA006A65F38E,30.69,-28.81,0,0,0,0,0,0,0,0,0,0,0,30.69,FALSE,0,0,0,0
2699,61,45362.76977,4044,495,14,97,39,9750,1,133,133,133,45334,1,1,495,495,1627,14,45362,61,6.81,-12.99,0.12,19.8,0,0,D7C8733A-51AF-40C5-A3B5-8CF1F856BDB3,6.81,-12.99,0,0,0,0,0,0,0,0,0,0,0,6.81,FALSE,0,0,0,0
2700,61,45204.77084,4038,485,14,97,39,2173,1,133,133,133,45166,1,1,485,485,1627,14,45199,61,21.23,-3.52,0.15,24.75,0,0,0DEA42E6-7585-42B6-A217-0E81420603A8,21.23,-3.52,0,0,0,0,0,0,0,0,0,0,0,21.23,FALSE,0,0,0,0
2701,61,45362.76977,4045,495,14,97,39,8574,1,133,133,133,45351,1,1,495,495,1627,14,45362,61,8.51,-16.24,0.15,24.75,0,0,0DE43B78-E015-40ED-8A31-4D20D29D8129,8.51,-16.24,0,0,0,0,0,0,0,0,0,0,0,8.51,FALSE,0,0,0,0
2702,61,45362.76977,4037,495,14,97,39,6393,1,133,133,133,45264,1,1,495,495,1627,14,45362,61,7.37,-14.08,0.13,21.45,0,0,C28D27F2-4FE8-4E59-A5BC-A4A063DE4C21,7.37,-14.08,0,0,0,0,0,0,0,0,0,0,0,7.37,FALSE,0,0,0,0
2703,61,45362.76977,4039,495,14,97,39,7835,1,133,133,133,45271,1,1,495,495,1627,14,45362,61,7.94,-15.16,0.14,23.1,0,0,F537366D-083F-4A59-AA7A-A5FF920722B4,7.94,-15.16,0,0,0,0,0,0,0,0,0,0,0,7.94,FALSE,0,0,0,0
2704,61,45362.76977,4040,495,14,97,39,9338,1,133,133,133,45320,1,1,495,495,1627,14,45362,61,9.64,-18.41,0.17,28.05,0,0,8B77371D-2483-4B51-A3EB-A516C946E0ED,9.64,-18.41,0,0,0,0,0,0,0,0,0,0,0,9.64,FALSE,0,0,0,0
2705,61,45204.77084,4029,485,14,97,39,2081,1,133,133,133,45138,1,1,485,485,1627,14,45199,61,24.06,-3.99,0.17,28.05,0,0,DE4F4A66-D9D4-4E62-91DA-BA1516BF4458,24.06,-3.99,0,0,0,0,0,0,0,0,0,0,0,24.06,FALSE,0,0,0,0
2706,61,45204.77084,4036,485,14,97,39,6706,1,133,133,133,45097,1,1,485,485,1627,14,45199,61,14.15,-2.35,0.1,16.5,0,0,A09CDA4B-33BC-4ACC-8C4B-10084254E11D,14.15,-2.35,0,0,0,0,0,0,0,0,0,0,0,14.15,FALSE,0,0,0,0
2707,61,45204.77084,4032,485,14,97,39,7272,1,133,133,133,45153,1,1,485,485,1627,14,45199,61,18.4,-3.05,0.13,21.45,0,0,515B2BE8-BFA8-4891-8C11-3E7755DD1BF8,18.4,-3.05,0,0,0,0,0,0,0,0,0,0,0,18.4,FALSE,0,0,0,0
2708,61,45204.77084,4915,485,14,97,39,4066,1,117,117,117,45105,1,1,485,485,1627,14,45199,61,72.9,-12.1,0.5,85,0,0,505AD1E8-7A09-4DB9-8D5A-10063B1695C1,72.9,-12.1,0,0,0,0,0,0,0,0,0,0,0,72.9,FALSE,0,0,0,0
2709,61,45362.76977,4908,495,14,97,39,5084,1,117,117,117,45336,1,1,495,495,1627,14,45362,61,29.22,-55.78,0.5,85,0,0,5FCBE6B7-FE9F-43E5-9772-218027DDB5B5,29.22,-55.78,0,0,0,0,0,0,0,0,0,0,0,29.22,FALSE,0,0,0,0
2710,61,45362.76977,4905,495,14,97,39,9597,1,117,117,117,45349,1,1,495,495,1627,14,45362,61,29.22,-55.78,0.5,85,0,0,3A877B30-B7D3-4755-8FFA-0276D7BF6F94,29.22,-55.78,0,0,0,0,0,0,0,0,0,0,0,29.22,FALSE,0,0,0,0
2711,61,45362.76977,718,495,14,97,39,5119,1,117,117,61,45261,1,1,495,495,1627,14,45362,61,29.22,-55.78,0.5,85,0,0,28E4BE59-D05B-42C9-9A20-6CBEAD24686A,29.22,-55.78,0,0,0,0,0,0,0,0,0,0,0,29.22,FALSE,0,0,0,0
2712,61,45204.77084,4922,485,14,97,39,8827,1,117,117,117,45148,1,1,485,485,1627,14,45199,61,72.9,-12.1,0.5,85,0,0,D6C09568-63F5-46E6-A1D9-93BEB09CFE5C,72.9,-12.1,0,0,0,0,0,0,0,0,0,0,0,72.9,FALSE,0,0,0,0
2713,61,45362.76977,4917,495,14,97,39,5406,1,117,117,117,45288,1,1,495,495,1627,14,45362,61,29.22,-55.78,0.5,85,0,0,D7A00FC9-CCDB-40F8-A025-F30AF3A76C8E,29.22,-55.78,0,0,0,0,0,0,0,0,0,0,0,29.22,FALSE,0,0,0,0
2714,61,45362.76977,1959,495,14,97,39,2149,1,132,132,132,45328,1,1,495,495,1627,14,45362,61,18.91,-36.09,0.5,55,0,0,E63CE57C-3A20-49DF-A64A-5904CF56E1D9,18.91,-36.09,0,0,0,0,0,0,0,0,0,0,0,18.91,FALSE,0,0,0,0
2715,61,45362.76977,1964,495,14,97,39,9023,1,132,132,132,45301,1,1,495,495,1627,14,45362,61,18.91,-36.09,0.5,55,0,0,D4186A00-D3C7-475A-9328-8DFDD6DFB2D3,18.91,-36.09,0,0,0,0,0,0,0,0,0,0,0,18.91,FALSE,0,0,0,0
2716,61,45204.77084,1943,485,14,97,39,7132,1,132,132,132,45118,1,1,485,485,1627,14,45199,61,47.17,-7.83,0.5,55,0,0,E0A500FC-35FB-42EB-9EC0-BB8158575A20,47.17,-7.83,0,0,0,0,0,0,0,0,0,0,0,47.17,FALSE,0,0,0,0
2717,61,45204.77084,1978,485,14,97,39,7712,1,132,132,132,45131,1,1,485,485,1627,14,45199,61,47.17,-7.83,0.5,55,0,0,22041797-9793-4792-B53E-8B334A72C4AC,47.17,-7.83,0,0,0,0,0,0,0,0,0,0,0,47.17,FALSE,0,0,0,0
2718,61,45362.76977,1931,495,14,97,39,7448,1,132,132,132,45272,1,1,495,495,1627,14,45362,61,18.91,-36.09,0.5,55,0,0,D1F41443-E1EF-4254-B475-5825156AFC99,18.91,-36.09,0,0,0,0,0,0,0,0,0,0,0,18.91,FALSE,0,0,0,0
2719,61,45204.77084,1961,485,14,97,39,8084,1,132,132,132,45103,1,1,485,485,1627,14,45199,61,47.17,-7.83,0.5,55,0,0,E76E6AAB-5773-4241-A2CF-4A752E8E05EB,47.17,-7.83,0,0,0,0,0,0,0,0,0,0,0,47.17,FALSE,0,0,0,0
2725,61,45204.77084,1967,485,14,97,39,4666,1,132,132,132,45105,1,1,485,485,1627,14,45199,61,23.59,-3.91,0.25,27.5,0,0,C139D3C1-5D62-4AD1-A07A-FE675DE5AB9D,23.59,-3.91,0,0,0,0,0,0,0,0,0,0,0,23.59,FALSE,0,0,0,0
