ledger_entry_application_KEY,update__staff_KEY,update_date_utc,from__ledger_entry_KEY,from__ledger_entry__amount,from__ledger_entry__entry_date,from__ledger_entry__bank_account_KEY,from__ledger_entry__ledger_entry_type_KEY,from__ledger_entry__client_KEY,from__ledger_entry__approved__staff_KEY,from__ledger_entry__posted__staff_KEY,from__ledger_entry__posted_date,to__ledger_entry_KEY,to__ledger_entry__bank_account_KEY,to__ledger_entry__amount,to__ledger_entry__entry_date,to__ledger_entry__ledger_entry_type_KEY,to__ledger_entry__client_KEY,to__ledger_entry__approved__staff_KEY,to__ledger_entry__posted__staff_KEY,to__ledger_entry__posted_date,applied_date,applied_amount
461,61,44911.70377,670,125,44835,,1,25,61,61,44839,721,6,-375,44910,9,25,61,61,44911,44910,125
462,61,44645.86319,323,130,44593,,1,25,61,61,44595,720,6,-695,44643,9,25,61,61,44645,44643,130
463,61,42096.91232,393,47.28,41963,,2,6,61,61,41963,706,1,-273.91,42096,7,6,61,61,42096,42096,47.28
464,61,44999.63843,55,175,44902,,1,1,61,61,44902,765,12,-175,44999,9,1,61,61,44999,44999,175
465,61,45065.66676,421,6.51,45056,,2,12,61,61,45057,762,1,-6.51,45065,7,12,61,61,45065,45065,6.51
466,61,44631.71299,324,300,44623,,1,25,61,61,44629,790,6,-300,44630,9,25,61,61,44631,44630,300
467,61,42096.91232,392,48.71,41932,,2,6,61,61,41932,706,1,-273.91,42096,7,6,61,61,42096,42096,48.71
468,61,41956.79208,547,476,41943,,1,1,61,61,41950,753,1,-361,41956,7,1,61,61,41956,41956,361
469,61,44454.87201,407,18.35,44449,,2,7,61,61,44449,708,1,-71.61,44454,7,7,61,61,44454,44454,18.35
470,61,41796.80501,546,2602.75,41790,,1,1,47,61,41796,731,1,-87,41743,5,1,61,61,41744,41790,87
471,61,44673.64506,300,1705,44644,,1,16,61,61,44644,831,6,-1705,44673,11,16,61,61,44673,44673,1705
472,61,42096.91232,396,38.11,42055,,2,6,61,61,42055,706,1,-273.91,42096,7,6,61,61,42096,42096,38.11
473,61,44454.87201,405,20.12,44362,,2,7,102,102,44362,708,1,-71.61,44454,7,7,61,61,44454,44454,20.12
474,61,45364.62997,643,40,45359,,1,11,61,61,45359,769,12,-40,45364,9,11,61,61,45364,45364,40
475,61,42236.71399,404,29.13,42210,,2,7,61,61,42212,707,1,-32.46,42236,7,7,61,61,42236,42236,29.13
476,61,44817.72504,429,12.82,44783,,2,17,61,61,44783,709,1,-32.69,44817,7,17,61,61,44817,44817,12.82
477,61,45043.92724,668,745,45042,,1,22,61,61,45042,746,1,-745,45043,5,22,61,61,45043,45043,745
478,61,44404.6344,388,25.15,44362,,2,5,102,102,44362,733,1,-25.15,44404,5,5,61,61,44404,44404,25.15
479,61,44405.64814,319,600,44236,,1,22,61,61,44242,838,6,-600,44404,11,22,61,61,44405,44404,600
480,61,44425.65748,386,22.44,44418,,2,3,61,61,44418,755,1,-22.44,44425,7,3,61,61,44425,44425,22.44
481,61,45128.60597,425,61.52,45117,,2,23,61,61,45117,764,1,-61.52,45128,7,23,61,61,45128,45128,61.52
482,61,44673.64538,321,675,44641,,1,22,61,61,44645,839,6,-675,44673,11,22,61,61,44673,44673,675
483,61,44911.70371,669,250,44749,,1,25,61,61,44749,721,6,-375,44910,9,25,61,61,44911,44910,250
484,61,44935.70675,671,750,44929,,1,25,61,61,44930,730,6,-875,44932,11,25,61,61,44935,44932,750
485,61,44817.72504,428,5.77,44753,,2,17,61,61,44753,709,1,-32.69,44817,7,17,61,61,44817,44817,5.77
486,61,44999.63715,574,187.5,44838,,1,4,61,61,44845,767,12,-0.5,44999,9,4,61,61,44999,44999,0.5
487,61,44999.63654,622,70,44868,,1,4,61,61,44869,766,12,-70,44999,9,4,61,61,44999,44999,70
488,61,44999.63802,137,105,44902,,1,4,61,61,44902,768,12,-105,44999,9,4,61,61,44999,44999,105
489,61,45049.62319,673,350,44985,,1,25,61,61,44985,842,12,-350,45049,11,25,61,61,45049,45049,350
490,61,45062.60269,664,500,45042,,1,16,61,61,45042,833,12,-500,45062,11,16,61,61,45062,45062,500
491,61,44405.64694,427,33.9,44362,,2,17,102,102,44362,745,1,-33.9,44405,5,17,61,61,44405,44405,33.9
492,61,45119.68761,431,1.64,45086,,2,22,61,61,45086,710,1,-11.83,45118,7,22,61,61,45118,45118,1.64
493,61,44356.90422,550,985,44247,,1,4,61,61,44252,732,1,-575,44356,5,4,61,61,44356,44356,575
494,61,44943.70584,616,235,44924,,1,2,84,61,44937,793,12,-235,44943,11,2,61,61,44943,44943,235
495,102,43301.8805,355,12.73,43271,,2,2,102,102,43272,705,1,-15.6,43300,7,2,102,102,43301,43300,12.73
496,61,45049.62343,674,193.95,44994,,1,25,61,61,44994,843,12,-193.95,45049,11,25,61,61,45049,45049,193.95
497,61,45049.62355,672,160,44971,,1,25,61,61,44971,844,12,-160,45049,11,25,61,61,45049,45049,160
498,61,45119.68761,432,10.19,45117,,2,22,61,61,45117,710,1,-11.83,45118,7,22,61,61,45118,45118,10.19
499,102,42998.86568,399,9.3,42967,,2,6,102,102,42971,758,1,-9.3,42997,7,6,102,102,42998,42997,9.3
500,61,44454.87201,406,33.14,44418,,2,7,61,61,44418,708,1,-71.61,44454,7,7,61,61,44454,44454,33.14
501,102,44006.85175,402,8.6,43910,,2,6,102,102,43910,760,1,-8.6,44006,7,6,102,102,44006,44006,8.6
502,61,45040.66366,336,250,45033,,1,27,61,61,45033,791,12,-250,45035,9,27,61,61,45036,45035,250
503,61,42212.6737,398,7.23,42175,,2,6,61,61,42174,757,1,-7.23,42212,7,6,61,61,42212,42212,7.23
504,61,45303.67422,675,160,45022,,1,25,61,61,45022,748,1,-160,45303,5,25,61,61,45303,45303,160
505,61,45303.67488,677,160,45120,,1,25,61,61,45120,749,1,-160,45303,5,25,61,61,45303,45303,160
506,61,45303.67544,329,160,45204,,1,25,61,61,45204,750,1,-160,45303,5,25,61,61,45303,45303,160
507,61,45286.67113,568,7400,45036,,1,23,61,61,45036,742,1,-4300,45286,5,23,61,61,45286,45286,4300
508,61,42096.91232,395,35.65,42024,,2,6,61,61,42025,706,1,-273.91,42096,7,6,61,61,42096,42096,35.65
509,61,44405.64743,299,1550,44247,,1,16,61,61,44252,830,6,-1550,44404,11,16,61,61,44405,44404,1550
510,61,44420.96522,302,1250,44247,,1,17,61,61,44252,834,6,-1250,44404,11,17,61,61,44405,44404,1250
511,61,44454.93544,570,30.18,44362,,2,6,102,102,44362,761,1,-30.08,44454,7,6,61,61,44454,44454,30.08
512,61,42236.71399,403,3.33,42175,,2,7,61,61,42174,707,1,-32.46,42236,7,7,61,61,42236,42236,3.33
513,61,42096.91232,397,34.42,42083,,2,6,61,61,42083,706,1,-273.91,42096,7,6,61,61,42096,42096,34.42
514,61,45118.64407,667,1000,45021,,1,22,61,61,45021,840,12,-1000,45118,11,22,61,61,45118,45118,1000
515,61,42212.67276,387,2.32,42175,,2,5,61,61,42174,756,1,-2.32,42212,7,5,61,61,42212,42212,2.32
516,61,44817.72459,303,1300,44684,,1,17,73,61,44684,836,6,-1300,44817,11,17,61,61,44817,44817,1300
517,61,45013.65315,304,1495,44984,,1,17,61,61,44984,837,12,-1495,45013,11,17,61,61,45013,45013,1495
518,61,45041.86552,663,1875,45021,,1,16,61,61,45021,744,14,-1875,45041,5,16,61,61,45041,45041,1875
519,61,45062.60237,662,1875,45021,,1,16,61,61,45021,832,12,-1875,45062,11,16,61,61,45062,45062,1875
520,61,45303.67571,678,160,45295,,1,25,61,61,45295,751,1,-160,45303,5,25,61,61,45303,45303,160
521,61,44215.2368,318,350,44135,,1,22,73,61,44145,789,7,-350,44207,9,22,61,61,44214,44207,350
522,61,42096.91232,569,54.16,41902,,2,6,61,61,41905,706,1,-273.91,42096,7,6,61,61,42096,42096,30.4
523,61,44817.72504,430,14.1,44816,,2,17,61,61,44816,709,1,-32.69,44817,7,17,61,61,44817,44817,14.1
524,61,45049.62303,676,160,45028,,1,25,61,61,45028,841,12,-160,45049,11,25,61,61,45049,45049,160
525,61,45106.61751,617,1100,45071,,1,2,61,61,45071,794,12,-1100,45106,11,2,61,61,45106,45106,1100
526,61,44405.64778,426,42.04,44362,,2,16,102,102,44362,743,1,-42.04,44405,5,16,61,61,44405,44405,42.04
527,61,45303.67376,325,125,44930,,1,25,61,61,44930,747,1,-125,45303,5,25,61,61,45303,45303,125
528,61,45084.95766,681,250,45040,12,3,27,61,61,45040,752,14,-250,45084,5,27,61,61,45084,45084,250
529,61,44557.71852,679,150,44557,1,3,2,61,61,44557,792,6,-150,44512,11,2,61,61,44515,44557,150
530,61,44433.7215,680,1250,44433,1,3,17,61,61,44433,835,6,-1250,44406,11,17,61,61,44407,44433,1250
531,61,44859.89907,594,9000,44862,3,3,14,61,61,44859,785,7,-4500,44700,9,14,61,61,44701,44862,4500
532,61,44859.89918,594,9000,44862,3,3,14,61,61,44859,787,7,-4500,44732,9,14,61,61,44734,44862,4500
533,61,44610.74506,243,650,44593,,1,14,73,61,44595,781,7,-650,44609,9,14,61,61,44610,44609,650
534,61,44943.98252,265,220.8,44939,,1,14,61,61,44943,811,8,-220.8,44939,11,14,61,61,44943,44939,220.8
535,61,44902.6897,262,176,44897,,1,14,61,61,44902,808,8,-176,44897,11,14,61,61,44902,44897,176
536,61,44762.96161,249,163.2,44743,,1,14,61,61,44762,795,8,-163.2,44743,11,14,61,61,44762,44743,163.2
537,61,44781.94005,561,900,44778,,1,14,61,61,44781,786,7,-650,44721,9,14,61,61,44747,44778,650
538,61,44929.81548,650,292,44925,,1,14,61,61,44929,810,8,-292,44925,11,14,61,61,44929,44925,292
539,61,44515.68517,240,650,44501,,1,14,61,61,44503,778,7,-650,44512,9,14,61,61,44515,44512,650
540,61,45113.15478,653,293.2,45107,,1,14,61,61,45112,824,8,-293.2,45107,11,14,61,61,45112,45107,293.2
541,61,44483.6588,239,650,44470,,1,14,58,61,44482,777,7,-650,44482,9,14,61,61,44483,44482,650
542,61,44307.96313,232,650,44286,,1,14,61,61,44295,773,7,-650,44306,9,14,61,61,44307,44306,650
543,61,44880.73403,260,28,44872,,1,14,61,61,44880,806,8,-28,44872,11,14,61,61,44880,44872,28
544,61,44789.94416,253,136,44785,,1,14,61,61,44789,798,8,-136,44785,11,14,61,61,44789,44785,136
545,61,45050.09119,651,132,45043,,1,14,61,61,45049,819,8,-132,45043,11,14,61,61,45049,45043,132
546,61,45028.01805,274,239.2,45023,,1,14,61,61,45027,817,8,-239.2,45023,11,14,61,61,45027,45023,239.2
547,61,45013.70874,272,320.8,45009,,1,14,61,61,45013,816,8,-320.8,45009,11,14,61,61,45013,45009,320.8
548,61,45044.70716,275,320.8,45037,,1,14,61,61,45044,818,8,-320.8,45037,11,14,61,61,45044,45037,320.8
549,61,44256.9498,231,650,44255,,1,14,61,61,44256,718,7,-1175,44250,9,14,61,61,44253,44255,650
550,61,44664.95465,245,650,44652,,1,14,73,61,44662,783,7,-650,44663,9,14,61,61,44664,44663,650
551,61,44862.68652,649,276,44855,,1,14,61,61,44862,804,8,-276,44855,11,14,61,61,44862,44855,276
552,61,44872.90057,259,176,44869,,1,14,61,61,44872,805,8,-176,44869,11,14,61,61,44872,44869,176
553,61,44762.9619,251,163.2,44757,,1,14,61,61,44762,796,8,-163.2,44757,11,14,61,61,44762,44757,163.2
554,61,44419.63705,237,650,44409,,1,14,58,61,44414,775,7,-650,44418,9,14,61,61,44419,44418,650
555,61,44888.70159,261,276,44883,,1,14,61,61,44888,807,8,-276,44883,11,14,61,61,44888,44883,276
556,61,44986.72464,269,320.8,44981,,1,14,61,61,44986,814,8,-320.8,44981,11,14,61,61,44986,44981,320.8
557,61,44734.6316,248,650,44713,,1,14,73,61,44718,788,7,-650,44732,9,14,61,61,44734,44732,650
558,61,45083.05445,278,193.2,45079,,1,14,61,61,45082,822,8,-193.2,45079,11,14,61,61,45082,45079,193.2
559,61,44344.73037,233,650,44306,,1,14,61,61,44311,774,7,-650,44343,9,14,61,61,44344,44343,650
560,61,44818.89749,256,136,44813,,1,14,61,61,44818,801,8,-136,44813,11,14,61,61,44818,44813,136
561,61,44776.90376,252,263.2,44770,,1,14,61,61,44778,797,8,-263.2,44771,11,14,61,61,44776,44771,263.2
562,61,44635.81186,244,650,44621,,1,14,73,61,44621,782,7,-650,44634,9,14,61,61,44635,44634,650
563,61,44854.90833,258,192,44841,,1,14,61,61,44854,803,8,-192,44841,11,14,61,61,44854,44841,192
564,61,44972.97017,268,220.8,44967,,1,14,61,61,44972,813,8,-220.8,44967,11,14,61,61,44972,44967,220.8
565,61,44804.92171,255,236,44799,,1,14,61,61,44804,800,8,-236,44799,11,14,61,61,44804,44799,236
566,61,44999.85095,271,220.8,44995,,1,14,61,61,44999,815,8,-220.8,44995,11,14,61,61,44999,44995,220.8
567,61,45057.90148,652,257.6,45051,,1,14,61,61,45057,820,8,-257.6,45051,11,14,61,61,45057,45051,257.6
568,61,44405.73464,236,650,44378,,1,14,58,61,44389,719,7,-1950,44396,9,14,61,61,44405,44396,650
569,61,45204.6507,282,193.2,45121,,1,14,61,61,45126,737,1,-193.2,45204,5,14,61,61,45204,45204,193.2
570,61,45204.65166,285,293.2,45163,,1,14,61,61,45167,740,1,-293.2,45204,5,14,61,61,45204,45204,293.2
571,61,45204.65117,284,209.3,45153,,1,14,61,61,45153,739,1,-209.3,45204,5,14,61,61,45204,45204,209.3
572,61,45204.65597,565,1200,45204,,1,14,61,61,45204,825,8,-193.2,45121,11,14,61,61,45126,45204,193.2
573,61,45204.65597,565,1200,45204,,1,14,61,61,45204,826,8,-293.2,45135,11,14,61,61,45139,45204,293.2
574,61,45204.65597,565,1200,45204,,1,14,61,61,45204,827,8,-209.3,45149,11,14,61,61,45153,45204,209.3
575,61,45204.65597,565,1200,45204,,1,14,61,61,45204,828,8,-293.2,45163,11,14,61,61,45167,45204,293.2
576,61,45204.65597,565,1200,45204,,1,14,61,61,45204,829,8,-193.2,45177,11,14,61,61,45181,45204,193.2
577,61,45204.65597,565,1200,45204,,1,14,61,61,45204,728,8,-309.3,45191,11,14,61,61,45195,45204,17.9
578,61,44221.72398,230,650,44196,,1,14,58,61,44208,771,7,-650,44220,9,14,61,61,44221,44220,650
579,61,44693.86875,247,650,44687,,1,14,73,61,44686,784,7,-650,44692,9,14,61,61,44693,44692,650
580,61,44448.61893,238,650,44440,,1,14,58,61,44441,776,7,-650,44447,9,14,61,61,44448,44447,650
581,61,45204.65094,654,293.2,45135,,1,14,61,61,45139,738,1,-293.2,45204,5,14,61,61,45204,45204,293.2
582,61,45204.65192,287,193.2,45177,,1,14,61,61,45181,741,1,-193.2,45204,5,14,61,61,45204,45204,193.2
583,61,45238.84139,566,1200,45238,,1,14,61,61,45240,728,8,-309.3,45191,11,14,61,61,45195,45238,291.4
584,61,44550.76574,241,650,44538,,1,14,61,61,44543,779,7,-650,44547,9,14,61,61,44550,44547,650
585,61,44602.68432,647,650,44572,,1,14,61,61,44575,780,7,-650,44601,9,14,61,61,44602,44601,650
586,61,44603.85267,242,1505,44593,,1,14,61,61,44595,734,1,-1505,44603,5,14,61,61,44603,44603,1505
587,61,44796.71846,254,56,44788,,1,14,61,61,44796,799,8,-56,44788,11,14,61,61,44796,44788,56
588,61,44188.24184,229,650,44165,,1,14,58,61,44180,770,7,-650,44186,9,14,61,61,44187,44186,650
589,61,45204.64782,288,309.3,45191,,1,14,61,61,45195,736,1,-309.3,45204,5,14,61,61,45204,45204,309.3
590,61,44957.83364,266,334.4,44953,,1,14,61,61,44957,812,8,-334.4,44953,11,14,61,61,44957,44953,334.4
591,61,45097.69826,280,193.2,45093,,1,14,61,61,45097,823,8,-193.2,45093,11,14,61,61,45097,45093,193.2
592,61,44405.73464,234,650,44329,,1,14,61,61,44334,719,7,-1950,44396,9,14,61,61,44405,44396,650
593,61,44405.73464,235,650,44348,,1,14,61,61,44358,719,7,-1950,44396,9,14,61,61,44405,44396,650
594,61,44256.94995,560,650,44228,,1,14,61,61,44256,718,7,-1175,44250,9,14,61,61,44253,44250,525
595,61,44266.77583,560,650,44228,,1,14,61,61,44256,772,7,-125,44265,9,14,61,61,44266,44265,125
596,61,44859.89829,246,9000,44683,,1,14,73,61,44686,735,1,-9000,44859,5,14,61,61,44859,44859,9000
597,61,44917.76026,263,192,44911,,1,14,61,61,44917,809,8,-192,44911,11,14,61,61,44917,44911,192
598,61,44831.65551,648,263.2,44827,,1,14,61,61,44831,802,8,-263.2,44827,11,14,61,61,44831,44827,263.2
599,61,45069.67339,277,339.2,45065,,1,14,61,61,45069,821,8,-339.2,45065,11,14,61,61,45069,45065,339.2
